 @ 0 @ :0
[MIDF] 2019-7-24 0:00:00:126 @ "alphaconverter: NEW DAY - 3"
[MIDF] 2019-7-24 0:00:00:167 @ "current DaylistID: 1004"
[MIDF] 2019-7-24 0:00:00:189 @ "*******New Day Log*********"
[MIDF] 2019-7-24 0:00:55:684 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:01:55:694 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:02:55:785 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:04:00:664 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:05:00:754 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-24 0:06:05:604 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:07:05:754 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:08:10:694 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:09:10:596 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:10:10:764 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:11:15:784 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:12:20:544 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:13:25:614 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:14:30:724 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-24 0:15:35:638 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:16:35:644 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:17:40:737 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:18:40:674 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:19:40:587 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:20:45:624 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:21:45:734 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:22:45:615 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:23:50:634 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:24:50:774 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:25:50:758 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:26:55:634 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:27:55:806 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:29:00:594 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:30:00:714 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:31:00:640 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:32:00:594 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:33:00:566 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:35:05:564 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:36:05:676 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:37:05:705 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-24 0:38:10:724 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:39:10:715 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:40:10:564 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:41:15:714 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:42:20:761 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:43:25:584 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:45:30:651 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-24 0:46:35:766 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:47:35:674 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:49:45:574 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:50:45:624 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:51:45:780 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-24 0:52:50:554 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:53:50:544 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:55:55:744 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:56:55:724 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:58:00:585 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 0:59:05:726 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:00:10:544 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-24 1:01:15:607 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-24 1:02:20:596 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:03:20:585 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:04:20:732 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:05:25:674 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:06:25:684 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:07:25:759 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:08:30:744 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:09:30:744 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:10:35:544 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:11:35:704 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:12:35:718 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:13:40:754 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:14:45:657 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:15:45:584 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:16:45:634 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:17:45:733 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:18:45:787 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:19:50:684 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:20:50:564 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:21:55:564 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:22:55:744 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:23:55:591 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:25:00:714 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:26:00:666 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:27:00:694 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:28:05:624 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:29:05:544 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:31:05:625 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-24 1:32:05:734 @ "Attempted to reconnect to SPM 11"
