 @ 0 @ :0
[MIDF] 2019-7-20 0:00:00:224 @ "alphaconverter: NEW DAY - 6"
[MIDF] 2019-7-20 0:00:00:263 @ "current DaylistID: 1007"
[MIDF] 2019-7-20 0:00:00:292 @ "*******New Day Log*********"
[MIDF] 2019-7-20 0:00:05:674 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:01:10:734 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:02:10:603 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:03:10:754 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:04:15:543 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:05:15:668 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:07:20:714 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:08:20:654 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:09:25:597 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-20 0:10:30:667 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:11:30:674 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:12:35:713 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:13:35:606 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:14:35:584 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:15:35:664 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:16:35:673 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:17:35:704 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:18:35:624 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:19:35:604 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:20:40:584 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-20 0:21:45:724 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:22:50:584 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:23:50:678 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:24:55:704 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:25:55:544 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-20 0:27:00:654 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:28:00:664 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:29:00:690 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:30:05:654 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:31:05:750 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:32:05:644 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:33:05:633 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:34:05:724 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:35:05:735 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-20 0:35:10:706 @ "Attempted to reconnect to SPM 14"
[MIDF] 2019-7-20 0:36:10:726 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:37:10:664 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:38:15:603 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:39:15:645 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:40:15:722 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:41:20:584 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:42:20:604 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:43:20:714 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:44:25:683 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:45:25:614 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:46:30:684 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:47:35:634 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:48:35:723 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:49:40:544 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:50:40:686 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:51:40:704 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:52:40:754 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:53:40:624 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:55:45:634 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:56:45:684 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:57:45:578 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:58:50:713 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 0:59:50:634 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 1:00:50:598 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-20 1:01:55:594 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 1:03:00:564 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 1:04:05:744 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 1:05:05:714 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-20 1:06:05:714 @ "Attempted to reconnect to SPM 11"
