 @ 0 @ :0
[MIDF] 2019-7-2 0:00:00:220 @ "alphaconverter: NEW DAY - 2"
[MIDF] 2019-7-2 0:00:00:223 @ "current DaylistID: 1003"
[MIDF] 2019-7-2 0:00:00:236 @ "*******New Day Log*********"
[MIDF] 2019-7-2 0:00:25:760 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:01:30:578 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:02:35:718 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:03:35:600 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:04:35:688 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:05:35:598 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:06:35:807 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:07:40:670 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:08:40:578 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:09:45:602 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:10:50:698 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:11:50:580 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-2 0:14:00:548 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:15:00:640 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:16:05:660 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:17:10:768 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:18:10:732 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:19:15:771 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:20:15:718 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:21:15:681 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-2 0:22:25:588 @ "Attempted to reconnect to SPM 11"
