 @ 0 @ :0
[MIDF] 2019-7-21 0:00:00:116 @ "alphaconverter: NEW DAY - 0"
[MIDF] 2019-7-21 0:00:00:739 @ "current DaylistID: 1001"
[MIDF] 2019-7-21 0:00:00:897 @ "*******New Day Log*********"
[MIDF] 2019-7-21 0:01:00:664 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:02:00:553 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:03:00:624 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:04:05:683 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:05:05:693 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:06:05:786 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:07:10:564 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:08:10:783 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:09:10:761 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-21 0:09:15:625 @ "Attempted to reconnect to SPM 14"
[MIDF] 2019-7-21 0:10:15:613 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:11:15:633 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:12:20:631 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:13:20:684 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:14:20:583 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:15:25:603 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:16:30:633 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:17:30:740 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:18:35:696 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:19:40:663 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:20:45:706 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-21 0:20:50:652 @ "Attempted to reconnect to SPM 14"
[MIDF] 2019-7-21 0:21:50:546 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:22:50:623 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:23:50:543 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:24:50:743 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:25:50:753 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:26:55:664 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:27:55:603 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:28:55:684 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-21 0:29:00:645 @ "Attempted to reconnect to SPM 14"
[MIDF] 2019-7-21 0:30:00:553 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:31:00:724 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:32:00:703 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:33:00:613 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:34:00:553 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:35:05:676 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:36:05:613 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-21 0:37:10:703 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-21 0:38:15:628 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:39:15:623 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:40:15:771 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:41:20:653 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:42:20:574 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:43:20:553 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:44:25:623 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:45:25:753 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:46:30:693 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:47:30:573 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:48:35:698 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:49:35:683 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:50:35:544 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:51:35:574 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:52:35:584 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:53:35:776 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:54:40:674 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:55:45:756 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:56:50:737 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:58:00:703 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 0:59:00:753 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 1:00:00:705 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 1:01:10:563 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 1:02:10:753 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 1:03:10:646 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 1:04:15:657 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 1:05:15:753 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-21 1:06:15:614 @ "Attempted to reconnect to SPM 10"
