 @ 0 @ :0
[MIDF] 2019-7-22 0:00:00:103 @ "alphaconverter: NEW DAY - 1"
[MIDF] 2019-7-22 0:00:00:107 @ "current DaylistID: 1002"
[MIDF] 2019-7-22 0:00:00:120 @ "*******New Day Log*********"
[MIDF] 2019-7-22 0:00:25:544 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:01:25:604 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:02:25:563 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:03:25:723 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:04:25:543 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:05:25:543 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:06:30:763 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:07:30:583 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:08:30:694 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:09:30:593 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:10:30:693 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:11:30:753 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:12:30:566 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:13:35:683 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:14:35:753 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:15:40:713 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-22 0:16:45:553 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:17:45:714 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:18:55:663 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:19:55:653 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:21:00:569 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:22:00:613 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:23:00:623 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:24:00:678 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:25:05:683 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:26:05:675 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:27:05:673 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:28:05:664 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:29:05:613 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:30:05:637 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:31:05:613 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:33:10:616 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:34:15:696 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:35:15:703 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:36:20:703 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-22 0:37:25:753 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:38:25:689 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:39:30:703 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:40:35:566 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:41:40:762 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-22 0:42:45:733 @ "Attempted to reconnect to SPM 11"
