 @ 0 @ :0
[MIDF] 2019-7-9 0:00:00:194 @ "alphaconverter: NEW DAY - 2"
[MIDF] 2019-7-9 0:00:00:285 @ "current DaylistID: 1003"
[MIDF] 2019-7-9 0:00:00:325 @ "*******New Day Log*********"
[MIDF] 2019-7-9 0:00:55:678 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:02:00:777 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:03:10:786 @ "Attempted to reconnect to SPM 14"
[MIDF] 2019-7-9 0:04:10:661 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-9 0:05:15:568 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:06:25:767 @ "Attempted to reconnect to SPM 14"
[MIDF] 2019-7-9 0:07:25:607 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:08:30:722 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:09:40:573 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-9 0:10:45:560 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:11:50:750 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:12:55:630 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:14:00:618 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:15:10:587 @ "Attempted to reconnect to SPM 12"
[MIDF] 2019-7-9 0:16:15:637 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:17:25:588 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:18:35:650 @ "Attempted to reconnect to SPM 14"
[MIDF] 2019-7-9 0:19:35:558 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:20:35:733 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:21:35:651 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:22:35:580 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:23:40:600 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:24:45:760 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:25:45:748 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:26:55:693 @ "Attempted to reconnect to SPM 14"
[MIDF] 2019-7-9 0:27:55:548 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:29:00:730 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:30:05:760 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-9 0:31:10:652 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:32:15:733 @ "Attempted to reconnect to SPM 13"
[MIDF] 2019-7-9 0:33:15:550 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:34:20:730 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:35:20:628 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:36:25:630 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:37:25:706 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:38:30:741 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:39:30:558 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:40:35:678 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:41:35:783 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:42:40:708 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:43:40:752 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:44:45:590 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:45:50:570 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:46:50:718 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:47:50:628 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:48:55:660 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:50:00:580 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:51:00:785 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:52:05:620 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-9 0:53:10:570 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:54:10:738 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:55:10:640 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:56:10:699 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:57:20:757 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-9 0:58:25:679 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 0:59:30:591 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 1:00:35:739 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-9 1:01:40:678 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 1:02:40:680 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 1:03:45:598 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-9 1:04:45:762 @ "Attempted to reconnect to SPM 11"
