 @ 0 @ :0
[MIDF] 2019-7-15 0:00:00:190 @ "alphaconverter: NEW DAY - 1"
[MIDF] 2019-7-15 0:00:00:191 @ "current DaylistID: 1002"
[MIDF] 2019-7-15 0:00:00:202 @ "*******New Day Log*********"
[MIDF] 2019-7-15 0:00:20:735 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:01:25:625 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:02:25:708 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:03:30:765 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:04:30:736 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:05:30:681 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:06:35:646 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:07:35:685 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:08:35:725 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:10:45:755 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:11:45:656 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:12:50:715 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:13:50:636 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:14:50:607 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-15 0:15:55:545 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:17:00:665 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:18:00:705 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:19:00:585 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:20:05:675 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:21:10:676 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:22:10:595 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:23:10:725 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:24:15:636 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:25:15:546 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:26:15:696 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:27:20:620 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-15 0:27:25:714 @ "Attempted to reconnect to SPM 14"
[MIDF] 2019-7-15 0:28:25:636 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:29:25:685 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:30:25:555 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:31:30:755 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:32:30:752 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-15 0:33:35:765 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:34:35:675 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:35:40:689 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:36:45:545 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:37:45:658 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:38:55:610 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-15 0:40:00:588 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:41:00:605 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:42:05:659 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-15 0:43:10:585 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:44:10:756 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:45:10:695 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:46:10:755 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:47:10:719 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:48:15:615 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:49:15:556 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:50:15:685 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:51:20:617 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:52:20:628 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:53:20:715 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:54:20:636 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:55:20:620 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-15 0:56:25:687 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:57:25:725 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:58:25:645 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 0:59:25:636 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:00:25:637 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:01:25:636 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:02:25:765 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:03:25:773 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-15 1:04:30:726 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:05:30:716 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:06:35:708 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:07:35:746 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:08:35:776 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:09:40:666 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-15 1:10:45:695 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:11:45:745 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:12:50:565 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-7-15 1:13:55:725 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:14:55:736 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:16:00:573 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:17:00:755 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-7-15 1:18:00:598 @ "Attempted to reconnect to SPM 10"
