 @ 0 @ :0
[MIDF] 2019-6-30 0:00:00:229 @ "alphaconverter: NEW DAY - 0"
[MIDF] 2019-6-30 0:00:00:298 @ "current DaylistID: 1001"
[MIDF] 2019-6-30 0:00:00:344 @ "*******New Day Log*********"
[MIDF] 2019-6-30 0:00:20:737 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:01:20:761 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:02:25:658 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:03:25:607 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:04:25:718 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:05:25:648 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:06:30:568 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:07:35:728 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:08:40:747 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:09:45:578 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:11:50:627 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:12:50:720 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:13:55:704 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:14:55:627 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:15:55:573 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:16:55:618 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:17:55:730 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:18:55:747 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:19:55:551 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:20:55:618 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:21:55:728 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:23:00:677 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:24:00:598 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:25:00:567 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:26:00:668 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:27:10:761 @ "Attempted to reconnect to SPM 12"
[MIDF] 2019-6-30 0:28:15:640 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:29:15:758 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-6-30 0:30:20:754 @ "Attempted to reconnect to SPM 10"
[MIDF] 2019-6-30 0:31:25:697 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:32:25:658 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:33:25:763 @ "Attempted to reconnect to SPM 11"
[MIDF] 2019-6-30 0:34:30:688 @ "Attempted to reconnect to SPM 11"
